Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-04390,Retail,Large,Marketing,Developing,Decision Support Agent,Content Personalization,Medium,Rule-based,37.2,Simple,Medium,High,Yes,API-based,78.8,4.71,14.1,71.7,High
AAI-04391,Healthcare,Medium,Operations,Developing,Executive Assistant Agent,Demand Forecasting,Low,Hybrid,53.6,Simple,High,High,Yes,API-based,75.2,5.89,7.2,79.6,Medium
AAI-04392,Technology,Medium,Operations,Leading,Workflow Automation Agent,Workflow Orchestration,High,ML-based,74.3,Complex,Low,Low,No,Enterprise-wide,74.9,7.94,14.3,28.1,Medium
AAI-04393,Financial Services,Small,Strategy,Advanced,Workflow Automation Agent,Strategic Planning,High,ML-based,68.0,Complex,Low,Low,Yes,Enterprise-wide,70.5,9.34,14.4,45.0,Medium
AAI-04394,Financial Services,Medium,Operations,Advanced,Executive Assistant Agent,Demand Forecasting,High,Rule-based,78.1,Moderate,Low,Medium,Yes,Enterprise-wide,89.2,5.72,19.8,61.9,High
AAI-04395,Technology,Large,Human Resources,Leading,Workflow Automation Agent,Learning & Development,High,Rule-based,62.0,Moderate,Low,Medium,Yes,API-based,93.9,7.35,19.9,55.1,High
AAI-04396,Telecommunications,Medium,Human Resources,Developing,Finance Operations Agent,Learning & Development,Low,Rule-based,38.3,Simple,High,High,Yes,Standalone,73.3,4.12,11.4,85.0,Medium
AAI-04397,Telecommunications,Large,Operations,Early,Talent Intelligence Agent,Process Automation,Low,Hybrid,39.1,Moderate,High,High,Yes,API-based,64.9,5.41,6.6,62.5,Low
AAI-04398,Technology,Large,Marketing,Early,Strategy Insights Agent,Lead Qualification,Medium,Rule-based,36.1,Moderate,Low,High,No,Standalone,55.0,8.78,1.5,40.4,Low
AAI-04399,Education,Large,Marketing,Developing,Workflow Automation Agent,Market Analysis,Medium,ML-based,49.7,Simple,Medium,Medium,Yes,Enterprise-wide,84.4,2.85,15.6,73.0,High
AAI-04400,Education,Large,Operations,Early,Risk Monitoring Agent,Process Automation,Medium,Rule-based,29.5,Simple,Medium,High,Yes,Standalone,70.1,7.4,9.1,71.3,Medium
AAI-04401,Financial Services,Enterprise,Finance,Developing,Workflow Automation Agent,Procurement Optimization,Medium,Hybrid,64.0,Moderate,Medium,Medium,Yes,Standalone,56.1,7.26,3.9,55.2,Low
AAI-04402,Healthcare,Enterprise,Operations,Advanced,Decision Support Agent,Workflow Orchestration,High,ML-based,77.0,Complex,Low,Low,Yes,Enterprise-wide,64.3,11.63,13.3,36.3,Medium
AAI-04403,Retail,Medium,Finance,Advanced,Knowledge Management Agent,Budgeting,Medium,Rule-based,52.7,Moderate,Medium,High,Yes,API-based,74.8,8.83,17.9,66.9,Medium
AAI-04404,Financial Services,Small,Human Resources,Early,Workflow Automation Agent,Learning & Development,Medium,Hybrid,44.3,Moderate,High,Medium,No,API-based,54.9,6.86,8.3,33.7,Low
AAI-04405,Manufacturing,Small,Operations,Developing,Workflow Automation Agent,Process Automation,Medium,ML-based,41.4,Moderate,Medium,Medium,Yes,Standalone,73.1,7.35,13.9,67.3,Low
AAI-04406,Retail,Enterprise,Operations,Advanced,Workflow Automation Agent,Process Automation,High,ML-based,64.2,Moderate,Low,Low,No,API-based,64.2,7.84,11.4,27.5,Medium
AAI-04407,Technology,Large,Risk & Compliance,Developing,Customer Experience Agent,Fraud Detection,High,Rule-based,43.0,Moderate,Low,Medium,Yes,API-based,78.7,6.24,12.6,63.6,Medium
AAI-04408,Education,Large,Operations,Advanced,Finance Operations Agent,Workflow Orchestration,High,ML-based,65.5,Moderate,Low,Low,No,Enterprise-wide,71.5,7.57,17.1,43.5,Medium
AAI-04409,Energy,Medium,Risk & Compliance,Early,Strategy Insights Agent,Regulatory Reporting,Low,Rule-based,34.1,Simple,High,High,No,Enterprise-wide,54.8,2.92,5.4,53.9,Low
AAI-04410,Technology,Large,Strategy,Developing,Executive Assistant Agent,Scenario Planning,Medium,Hybrid,50.9,Moderate,Medium,Medium,Yes,API-based,71.9,6.02,9.2,72.4,Medium
AAI-04411,Manufacturing,Small,Human Resources,Early,Executive Assistant Agent,Talent Screening,Low,Hybrid,49.7,Simple,Medium,High,Yes,Standalone,70.8,4.02,5.9,65.3,Low
AAI-04412,Government,Medium,CEO Office,Developing,Workflow Automation Agent,Strategic Planning,Low,Rule-based,30.7,Simple,High,High,Yes,Standalone,73.8,3.32,11.5,78.6,Medium
AAI-04413,Technology,Small,Operations,Advanced,Finance Operations Agent,Process Automation,High,Rule-based,40.9,Simple,Low,Medium,Yes,API-based,92.8,7.55,21.9,71.6,High
AAI-04414,Technology,Enterprise,Strategy,Advanced,Decision Support Agent,Market Analysis,High,Hybrid,67.4,Moderate,Medium,Low,Yes,Enterprise-wide,76.3,7.93,16.0,59.3,Medium
AAI-04415,Retail,Medium,Risk & Compliance,Advanced,Procurement Agent,Risk Assessment,High,Rule-based,56.8,Complex,Low,Medium,Yes,Enterprise-wide,82.1,11.73,20.3,63.8,Medium
AAI-04416,Financial Services,Large,Strategy,Advanced,Risk Monitoring Agent,Scenario Planning,Medium,ML-based,61.1,Simple,High,Medium,Yes,Enterprise-wide,91.9,7.79,21.2,89.8,High
AAI-04417,Government,Large,CEO Office,Developing,Strategy Insights Agent,Leadership Briefing,Medium,Rule-based,39.4,Moderate,High,Medium,Yes,API-based,75.6,8.14,13.5,75.2,Medium
AAI-04418,Retail,Medium,Finance,Advanced,Talent Intelligence Agent,Procurement Optimization,High,Hybrid,75.8,Moderate,Medium,Medium,Yes,Enterprise-wide,98.0,8.82,24.3,63.7,High
AAI-04419,Professional Services,Enterprise,Operations,Advanced,Procurement Agent,Workflow Orchestration,Medium,Hybrid,64.1,Moderate,Low,Medium,Yes,Enterprise-wide,87.8,6.13,22.5,65.9,Medium
AAI-04420,Manufacturing,Small,Finance,Early,Strategy Insights Agent,Budgeting,Medium,ML-based,63.9,Moderate,High,Medium,No,Standalone,53.6,11.12,7.0,48.2,Low
AAI-04421,Technology,Large,Customer Experience,Early,Decision Support Agent,Service Personalization,Low,Rule-based,29.3,Simple,High,High,Yes,Standalone,53.5,7.15,2.8,67.7,Low
AAI-04422,Manufacturing,Large,Human Resources,Developing,Risk Monitoring Agent,Workforce Planning,Low,ML-based,49.3,Simple,High,Medium,Yes,API-based,68.1,4.78,8.9,80.2,Medium
AAI-04423,Retail,Medium,Strategy,Leading,Executive Assistant Agent,Competitive Intelligence,High,ML-based,80.9,Complex,Medium,Low,Yes,Enterprise-wide,77.3,12.61,16.3,60.1,Medium
AAI-04424,Telecommunications,Medium,Marketing,Early,Decision Support Agent,Lead Qualification,Medium,Hybrid,54.0,Moderate,High,Medium,Yes,Standalone,71.6,12.13,10.1,65.8,Low
AAI-04425,Technology,Medium,Marketing,Advanced,Executive Assistant Agent,Lead Qualification,High,Hybrid,62.5,Moderate,Low,Medium,Yes,Standalone,73.8,11.12,8.9,55.0,Medium
AAI-04426,Logistics,Medium,Marketing,Developing,Talent Intelligence Agent,Market Analysis,Medium,ML-based,40.1,Moderate,Low,Medium,Yes,Standalone,68.6,8.14,9.0,51.1,Medium
AAI-04427,Logistics,Large,Risk & Compliance,Advanced,Customer Experience Agent,Risk Assessment,Medium,ML-based,69.0,Moderate,Medium,Low,No,Enterprise-wide,60.6,6.76,7.9,43.0,Medium
AAI-04428,Technology,Medium,Strategy,Developing,Executive Assistant Agent,Strategic Planning,Medium,Rule-based,49.5,Moderate,Medium,High,Yes,Standalone,72.6,11.23,9.3,68.8,Medium
AAI-04429,Education,Large,Risk & Compliance,Developing,Customer Experience Agent,Fraud Detection,High,Hybrid,62.3,Moderate,Low,Medium,Yes,API-based,80.5,7.87,18.7,60.1,Medium
AAI-04430,Energy,Medium,Strategy,Developing,Decision Support Agent,Competitive Intelligence,Medium,Rule-based,57.4,Simple,Medium,High,Yes,Standalone,73.6,6.05,9.1,71.5,Medium
AAI-04431,Financial Services,Enterprise,Operations,Developing,Finance Operations Agent,Operational Monitoring,High,Rule-based,59.4,Complex,Medium,High,Yes,Enterprise-wide,86.6,11.05,20.9,73.4,High
AAI-04432,Healthcare,Large,Risk & Compliance,Early,Risk Monitoring Agent,Risk Assessment,Low,Hybrid,49.3,Moderate,High,Medium,No,API-based,56.8,5.74,4.7,52.1,Low
AAI-04433,Technology,Small,IT,Developing,Workflow Automation Agent,System Monitoring,Low,Rule-based,31.7,Simple,High,High,Yes,Standalone,74.1,5.52,11.3,77.8,Medium
AAI-04434,Logistics,Medium,Operations,Developing,Knowledge Management Agent,Operational Monitoring,Medium,Hybrid,63.9,Moderate,Low,Medium,Yes,Standalone,71.3,7.86,11.3,51.3,Medium
AAI-04435,Telecommunications,Large,CEO Office,Early,Knowledge Management Agent,Leadership Briefing,Low,Hybrid,26.2,Simple,High,High,Yes,API-based,66.7,3.87,9.6,69.5,Medium
AAI-04436,Healthcare,Enterprise,Strategy,Advanced,Knowledge Management Agent,Strategic Planning,Medium,Hybrid,73.5,Moderate,High,High,No,API-based,81.4,6.2,16.5,59.9,Medium
AAI-04437,Education,Medium,Strategy,Early,Customer Experience Agent,Competitive Intelligence,Low,Rule-based,20.0,Simple,High,High,No,Standalone,42.0,5.38,1.5,42.8,Low
AAI-04438,Retail,Medium,Human Resources,Leading,Customer Experience Agent,Workforce Planning,High,Hybrid,85.1,Complex,Low,Medium,Yes,API-based,83.6,10.47,20.6,61.7,High
AAI-04439,Technology,Small,Marketing,Advanced,Decision Support Agent,Content Personalization,Medium,ML-based,56.9,Moderate,Medium,Medium,Yes,API-based,72.4,9.81,15.0,61.2,Medium
AAI-04440,Education,Small,IT,Advanced,Workflow Automation Agent,Service Desk Automation,High,ML-based,61.0,Complex,Medium,Low,Yes,Enterprise-wide,84.2,8.69,20.1,64.8,High
AAI-04441,Technology,Large,Customer Experience,Advanced,Decision Support Agent,Escalation Routing,High,Hybrid,78.3,Complex,Low,Low,Yes,Enterprise-wide,90.4,10.88,18.5,55.7,High
AAI-04442,Logistics,Small,Operations,Developing,Customer Experience Agent,Process Automation,Medium,ML-based,50.9,Moderate,Medium,Medium,Yes,Enterprise-wide,72.6,7.16,12.3,63.4,Medium
AAI-04443,Healthcare,Small,Strategy,Leading,Workflow Automation Agent,Market Analysis,High,Hybrid,84.7,Complex,Low,Low,Yes,API-based,84.0,9.23,20.7,61.5,High
AAI-04444,Financial Services,Enterprise,CEO Office,Early,Decision Support Agent,Cross-Functional Coordination,Low,Rule-based,26.5,Simple,High,High,Yes,Enterprise-wide,73.5,2.19,9.5,82.4,Medium
AAI-04445,Telecommunications,Small,Strategy,Developing,Executive Assistant Agent,Strategic Planning,Medium,Hybrid,41.3,Moderate,Medium,Medium,No,API-based,66.7,8.4,8.3,45.2,Low
AAI-04446,Professional Services,Medium,Operations,Developing,Workflow Automation Agent,Workflow Orchestration,Medium,Hybrid,61.9,Moderate,High,Medium,Yes,API-based,76.5,7.88,13.3,67.2,Medium
AAI-04447,Retail,Small,Strategy,Developing,Talent Intelligence Agent,Scenario Planning,Low,Hybrid,49.1,Simple,High,High,Yes,Standalone,72.4,7.86,4.3,66.6,Medium
AAI-04448,Healthcare,Small,Marketing,Early,Risk Monitoring Agent,Content Personalization,Low,Hybrid,33.1,Simple,High,Medium,Yes,Standalone,60.8,4.73,3.9,58.1,Low
AAI-04449,Government,Large,Finance,Early,Knowledge Management Agent,Procurement Optimization,Low,Rule-based,20.0,Simple,High,High,Yes,Enterprise-wide,78.6,2.56,11.7,74.0,Medium
AAI-04450,Financial Services,Enterprise,Finance,Early,Workflow Automation Agent,Financial Forecasting,Low,Hybrid,43.8,Simple,High,Medium,Yes,API-based,61.9,5.08,3.4,65.9,Low
AAI-04451,Manufacturing,Large,Finance,Developing,Strategy Insights Agent,Procurement Optimization,Medium,Rule-based,46.3,Simple,Medium,Medium,Yes,Enterprise-wide,88.2,4.9,16.6,62.1,Medium
AAI-04452,Retail,Medium,Finance,Advanced,Workflow Automation Agent,Expense Control,High,Hybrid,72.9,Complex,Medium,Medium,Yes,Standalone,83.7,10.99,15.3,66.4,High
AAI-04453,Energy,Enterprise,Operations,Developing,Customer Experience Agent,Operational Monitoring,High,Hybrid,78.9,Moderate,Low,Medium,Yes,Enterprise-wide,84.7,9.22,17.0,64.5,High
AAI-04454,Financial Services,Small,Human Resources,Developing,Workflow Automation Agent,Workforce Planning,Low,ML-based,41.8,Simple,High,Medium,Yes,Standalone,71.1,5.43,5.4,77.0,Medium
AAI-04455,Education,Enterprise,Marketing,Leading,Executive Assistant Agent,Lead Qualification,High,Hybrid,88.0,Moderate,Low,Medium,Yes,Enterprise-wide,87.2,9.21,22.9,65.2,High
AAI-04456,Technology,Enterprise,Finance,Developing,Risk Monitoring Agent,Procurement Optimization,High,Hybrid,76.0,Moderate,Low,Medium,No,Enterprise-wide,83.2,10.27,20.7,56.6,Medium
AAI-04457,Financial Services,Large,Marketing,Developing,Executive Assistant Agent,Lead Qualification,Medium,Rule-based,33.8,Simple,Medium,High,Yes,API-based,82.3,7.86,16.4,78.4,High
AAI-04458,Logistics,Small,Operations,Early,Talent Intelligence Agent,Operational Monitoring,Low,ML-based,38.9,Simple,High,High,Yes,Standalone,60.0,6.6,2.4,71.6,Low
AAI-04459,Manufacturing,Medium,Marketing,Advanced,Risk Monitoring Agent,Campaign Optimization,Medium,ML-based,60.1,Moderate,Medium,Medium,Yes,Enterprise-wide,86.0,8.47,19.3,66.0,High
AAI-04460,Government,Small,Operations,Developing,Knowledge Management Agent,Process Automation,Medium,Hybrid,53.8,Moderate,Low,Medium,Yes,Standalone,72.2,7.55,11.1,55.9,Medium
AAI-04461,Technology,Enterprise,Operations,Leading,Decision Support Agent,Workflow Orchestration,High,Hybrid,82.8,Complex,Low,Medium,No,Enterprise-wide,71.0,12.68,19.3,39.0,Medium
AAI-04462,Telecommunications,Large,Operations,Developing,Risk Monitoring Agent,Demand Forecasting,Medium,Hybrid,52.5,Moderate,Low,Medium,No,Standalone,72.5,11.0,4.5,35.1,Low
AAI-04463,Retail,Enterprise,Marketing,Developing,Workflow Automation Agent,Lead Qualification,Medium,Hybrid,65.2,Moderate,Medium,Medium,No,Enterprise-wide,69.4,3.88,11.0,52.3,Medium
AAI-04464,Retail,Enterprise,Operations,Advanced,Knowledge Management Agent,Demand Forecasting,Medium,Hybrid,63.2,Moderate,Medium,Medium,Yes,Enterprise-wide,86.5,6.83,18.4,75.2,High
AAI-04465,Technology,Medium,Marketing,Leading,Knowledge Management Agent,Lead Qualification,High,Hybrid,79.5,Moderate,Low,Medium,Yes,Enterprise-wide,95.9,7.87,24.0,81.4,High
AAI-04466,Technology,Medium,Marketing,Developing,Customer Experience Agent,Market Analysis,Medium,ML-based,55.5,Moderate,Low,Low,Yes,Standalone,64.9,7.66,11.1,43.1,Low
AAI-04467,Professional Services,Large,CEO Office,Leading,Risk Monitoring Agent,Executive Reporting,High,Rule-based,65.6,Moderate,Low,Medium,No,Enterprise-wide,82.3,9.45,17.0,45.5,High
AAI-04468,Financial Services,Medium,IT,Developing,Talent Intelligence Agent,Service Desk Automation,Medium,ML-based,48.2,Complex,Low,Medium,Yes,API-based,70.6,12.23,11.8,58.7,Medium
AAI-04469,Logistics,Enterprise,Human Resources,Advanced,Workflow Automation Agent,Employee Support,High,Hybrid,69.4,Moderate,Low,Medium,Yes,Enterprise-wide,90.1,8.18,22.4,65.6,High
AAI-04470,Retail,Medium,Finance,Advanced,Decision Support Agent,Budgeting,High,Hybrid,80.2,Complex,Low,Medium,Yes,API-based,76.5,11.57,17.9,65.9,Medium
AAI-04471,Healthcare,Medium,Operations,Leading,Decision Support Agent,Operational Monitoring,High,Hybrid,75.8,Moderate,Low,Medium,No,API-based,75.8,9.79,16.4,39.3,Medium
AAI-04472,Financial Services,Enterprise,Customer Experience,Leading,Strategy Insights Agent,Customer Support,Medium,Rule-based,53.1,Moderate,Medium,High,Yes,Enterprise-wide,87.3,9.18,21.6,74.5,High
AAI-04473,Retail,Large,Human Resources,Developing,Customer Experience Agent,Workforce Planning,Low,Hybrid,57.8,Moderate,High,High,Yes,API-based,69.3,6.78,9.9,80.2,Medium
AAI-04474,Technology,Small,Customer Experience,Early,Workflow Automation Agent,Service Personalization,Medium,Rule-based,35.8,Simple,Medium,Medium,Yes,Standalone,71.9,4.45,8.2,58.7,Low
AAI-04475,Energy,Small,Strategy,Developing,Talent Intelligence Agent,Competitive Intelligence,Low,Hybrid,45.2,Simple,High,Medium,Yes,Standalone,68.8,6.31,7.6,72.9,Medium
AAI-04476,Telecommunications,Enterprise,Operations,Developing,Decision Support Agent,Operational Monitoring,Medium,ML-based,61.1,Moderate,Medium,Medium,Yes,Enterprise-wide,84.4,7.34,16.5,67.6,High
AAI-04477,Manufacturing,Small,Marketing,Leading,Decision Support Agent,Content Personalization,Medium,Hybrid,64.5,Moderate,Medium,Medium,Yes,API-based,80.7,9.8,15.3,80.0,High
AAI-04478,Technology,Small,Customer Experience,Advanced,Workflow Automation Agent,Escalation Routing,High,Hybrid,67.0,Complex,Low,Medium,Yes,Standalone,73.3,12.29,13.4,54.7,Medium
AAI-04479,Technology,Large,Operations,Developing,Decision Support Agent,Operational Monitoring,Low,Hybrid,48.9,Simple,High,Medium,Yes,API-based,71.2,5.89,7.1,77.0,Medium
AAI-04480,Technology,Large,Operations,Developing,Talent Intelligence Agent,Process Automation,Low,Rule-based,39.6,Simple,High,Medium,Yes,API-based,82.3,4.65,12.1,81.0,Medium
AAI-04481,Education,Small,Customer Experience,Leading,Talent Intelligence Agent,Customer Support,Medium,Hybrid,78.2,Moderate,Low,Medium,Yes,Enterprise-wide,86.9,7.98,23.3,71.3,High
AAI-04482,Education,Enterprise,Finance,Developing,Workflow Automation Agent,Budgeting,Medium,Hybrid,66.8,Moderate,Medium,High,Yes,Enterprise-wide,86.9,7.39,17.2,70.9,High
AAI-04483,Technology,Large,Risk & Compliance,Early,Procurement Agent,Regulatory Reporting,Low,Rule-based,30.9,Simple,High,High,Yes,Standalone,63.0,6.52,5.4,72.4,Medium
AAI-04484,Technology,Enterprise,Operations,Leading,Workflow Automation Agent,Operational Monitoring,High,ML-based,76.9,Complex,Low,Low,Yes,Enterprise-wide,85.0,10.08,22.5,49.6,High
AAI-04485,Technology,Enterprise,Operations,Developing,Customer Experience Agent,Demand Forecasting,High,Hybrid,61.3,Moderate,Low,Medium,Yes,Enterprise-wide,84.5,4.38,19.9,59.8,Medium
AAI-04486,Manufacturing,Large,IT,Advanced,Customer Experience Agent,Service Desk Automation,High,ML-based,75.0,Complex,Low,Low,Yes,Enterprise-wide,88.5,10.59,20.8,63.5,High
AAI-04487,Healthcare,Large,Operations,Leading,Strategy Insights Agent,Operational Monitoring,High,ML-based,79.7,Complex,Low,Low,Yes,Enterprise-wide,75.7,11.2,14.6,52.2,High
AAI-04488,Professional Services,Enterprise,IT,Developing,Knowledge Management Agent,Service Desk Automation,Medium,ML-based,56.9,Moderate,Medium,Low,No,API-based,63.5,6.48,13.3,42.6,Low
AAI-04489,Professional Services,Medium,Human Resources,Developing,Customer Experience Agent,Workforce Planning,Medium,Hybrid,49.3,Simple,Medium,High,Yes,API-based,82.1,5.03,16.6,72.8,High
AAI-04490,Retail,Small,CEO Office,Developing,Executive Assistant Agent,Strategic Planning,Low,ML-based,46.8,Moderate,High,Medium,Yes,API-based,78.1,9.33,10.6,75.1,Medium
AAI-04491,Healthcare,Small,Customer Experience,Leading,Risk Monitoring Agent,Escalation Routing,High,Hybrid,75.2,Complex,Low,Medium,Yes,API-based,92.2,13.76,22.9,62.8,High
AAI-04492,Education,Large,IT,Early,Strategy Insights Agent,System Monitoring,Medium,Rule-based,46.3,Simple,Medium,High,Yes,Standalone,70.8,6.01,8.0,63.4,Medium
AAI-04493,Healthcare,Enterprise,CEO Office,Developing,Risk Monitoring Agent,Executive Reporting,Medium,Rule-based,30.7,Simple,High,High,Yes,Enterprise-wide,75.4,3.53,12.9,78.9,High
AAI-04494,Energy,Large,Customer Experience,Early,Talent Intelligence Agent,Service Personalization,Low,ML-based,37.9,Simple,High,High,Yes,Standalone,73.2,6.8,8.3,63.7,Low
AAI-04495,Manufacturing,Large,CEO Office,Developing,Risk Monitoring Agent,Leadership Briefing,Low,Rule-based,30.6,Simple,High,High,Yes,Enterprise-wide,65.9,4.03,9.4,80.9,Medium
AAI-04496,Financial Services,Enterprise,Risk & Compliance,Developing,Knowledge Management Agent,Risk Assessment,Low,Hybrid,48.5,Moderate,High,Medium,No,Enterprise-wide,58.1,8.46,3.6,46.7,Medium
AAI-04497,Financial Services,Large,CEO Office,Advanced,Customer Experience Agent,Executive Reporting,Medium,Hybrid,50.1,Complex,Medium,Medium,Yes,Enterprise-wide,80.7,7.63,13.4,72.0,High
AAI-04498,Retail,Large,Human Resources,Advanced,Knowledge Management Agent,Learning & Development,Medium,ML-based,51.0,Moderate,Medium,Medium,Yes,Enterprise-wide,85.3,5.96,19.3,67.9,Medium
AAI-04499,Financial Services,Medium,Human Resources,Developing,Knowledge Management Agent,Workforce Planning,Medium,Rule-based,46.8,Moderate,Medium,Medium,Yes,Standalone,69.7,10.33,9.8,64.0,Medium
AAI-04500,Manufacturing,Enterprise,CEO Office,Early,Procurement Agent,Cross-Functional Coordination,Low,Rule-based,20.8,Simple,Medium,High,Yes,API-based,79.4,2.72,11.1,83.0,Medium
AAI-04501,Technology,Small,Operations,Advanced,Risk Monitoring Agent,Process Automation,Medium,Rule-based,55.7,Moderate,Medium,Medium,Yes,API-based,80.8,7.48,14.8,74.3,High
AAI-04502,Manufacturing,Medium,Marketing,Early,Strategy Insights Agent,Content Personalization,Low,Hybrid,38.2,Simple,High,High,Yes,API-based,77.0,6.46,11.0,71.6,Low
AAI-04503,Technology,Large,Operations,Developing,Workflow Automation Agent,Demand Forecasting,Medium,ML-based,48.3,Moderate,Medium,Medium,Yes,Enterprise-wide,81.2,7.18,16.5,64.1,Medium
AAI-04504,Retail,Medium,Operations,Early,Finance Operations Agent,Workflow Orchestration,Low,Hybrid,40.5,Moderate,Medium,Medium,Yes,Standalone,64.0,4.84,9.4,57.3,Low
AAI-04505,Education,Small,Operations,Developing,Knowledge Management Agent,Workflow Orchestration,Low,Rule-based,32.9,Simple,High,High,Yes,Standalone,69.2,5.03,9.6,78.6,Medium
AAI-04506,Professional Services,Small,Customer Experience,Early,Workflow Automation Agent,Escalation Routing,Medium,Rule-based,47.7,Simple,Medium,Medium,Yes,API-based,82.2,5.21,17.0,69.8,Medium
AAI-04507,Technology,Medium,Customer Experience,Leading,Knowledge Management Agent,Customer Support,High,Hybrid,70.0,Moderate,Low,Medium,Yes,API-based,89.7,9.57,23.6,62.9,High
AAI-04508,Technology,Large,Operations,Advanced,Decision Support Agent,Workflow Orchestration,High,ML-based,71.6,Complex,Low,Low,No,Enterprise-wide,75.8,12.65,16.6,42.2,Medium
AAI-04509,Education,Enterprise,Operations,Developing,Customer Experience Agent,Demand Forecasting,High,ML-based,57.4,Moderate,Medium,Medium,Yes,Enterprise-wide,78.2,5.3,16.7,66.9,High
AAI-04510,Healthcare,Enterprise,Operations,Developing,Risk Monitoring Agent,Operational Monitoring,Medium,Hybrid,55.5,Moderate,Medium,Medium,Yes,API-based,77.9,7.07,12.6,63.2,Medium
AAI-04511,Manufacturing,Enterprise,Marketing,Advanced,Executive Assistant Agent,Market Analysis,Medium,Hybrid,60.5,Moderate,Medium,Medium,No,API-based,75.4,8.18,10.4,54.3,Medium
AAI-04512,Financial Services,Large,Finance,Early,Decision Support Agent,Procurement Optimization,Medium,Rule-based,33.9,Moderate,High,High,Yes,Standalone,73.3,9.42,12.7,60.8,Medium
AAI-04513,Financial Services,Medium,IT,Leading,Strategy Insights Agent,Incident Triage,High,Hybrid,76.4,Complex,Low,Medium,No,Enterprise-wide,73.0,13.07,15.5,38.6,Medium
AAI-04514,Government,Large,Customer Experience,Advanced,Executive Assistant Agent,Escalation Routing,Medium,Hybrid,66.1,Moderate,Medium,High,Yes,Enterprise-wide,89.1,7.8,19.7,84.4,High
AAI-04515,Financial Services,Medium,Operations,Developing,Decision Support Agent,Workflow Orchestration,Medium,Hybrid,69.2,Moderate,High,High,Yes,Standalone,79.3,11.31,9.7,77.3,Medium
AAI-04516,Retail,Large,Operations,Developing,Customer Experience Agent,Process Automation,Medium,Hybrid,55.2,Simple,Low,Medium,Yes,Enterprise-wide,90.2,4.26,21.3,72.6,High
AAI-04517,Professional Services,Medium,Customer Experience,Advanced,Decision Support Agent,Escalation Routing,High,ML-based,63.4,Moderate,Low,Low,Yes,Standalone,73.5,10.73,13.5,45.9,Medium
AAI-04518,Manufacturing,Small,IT,Early,Workflow Automation Agent,System Monitoring,Medium,Rule-based,35.8,Simple,Medium,High,Yes,Standalone,64.0,5.57,9.2,64.9,Low
AAI-04519,Government,Medium,CEO Office,Early,Executive Assistant Agent,Executive Reporting,Low,Rule-based,31.1,Simple,High,High,No,Standalone,67.0,6.09,3.8,58.7,Low
AAI-04520,Technology,Medium,Marketing,Developing,Talent Intelligence Agent,Campaign Optimization,Medium,ML-based,57.3,Moderate,Medium,Low,No,API-based,59.7,8.58,7.5,40.9,Low
AAI-04521,Technology,Small,Finance,Developing,Finance Operations Agent,Financial Forecasting,Low,Hybrid,48.1,Simple,High,High,Yes,Standalone,65.9,6.3,3.6,74.6,Medium
AAI-04522,Education,Large,Human Resources,Advanced,Knowledge Management Agent,Employee Support,Medium,ML-based,62.5,Moderate,Medium,Low,Yes,Standalone,72.4,8.09,9.5,50.6,Medium
AAI-04523,Education,Medium,CEO Office,Developing,Strategy Insights Agent,Leadership Briefing,Medium,Hybrid,48.9,Moderate,Medium,Medium,Yes,API-based,66.7,9.37,12.3,60.7,Medium
AAI-04524,Telecommunications,Large,Operations,Developing,Knowledge Management Agent,Process Automation,Medium,Hybrid,76.6,Moderate,Medium,Medium,Yes,API-based,70.8,6.96,15.3,63.8,Medium
AAI-04525,Retail,Small,IT,Developing,Decision Support Agent,Service Desk Automation,Medium,Rule-based,54.4,Moderate,High,High,No,Standalone,60.0,10.13,3.0,55.4,Low
AAI-04526,Logistics,Enterprise,Marketing,Early,Finance Operations Agent,Market Analysis,Low,Hybrid,42.5,Simple,High,High,Yes,API-based,73.1,4.09,9.7,75.2,Medium
AAI-04527,Financial Services,Medium,Customer Experience,Early,Executive Assistant Agent,Customer Support,Low,Rule-based,20.0,Simple,Medium,High,No,Standalone,57.0,3.28,3.1,47.6,Low
AAI-04528,Healthcare,Medium,Risk & Compliance,Developing,Executive Assistant Agent,Fraud Detection,Low,Hybrid,45.8,Moderate,High,Medium,Yes,Standalone,62.4,6.08,2.9,78.0,Low
AAI-04529,Energy,Small,Finance,Leading,Decision Support Agent,Budgeting,High,ML-based,77.9,Moderate,Low,Low,Yes,Enterprise-wide,84.3,8.77,20.1,61.3,High
AAI-04530,Government,Medium,CEO Office,Developing,Decision Support Agent,Leadership Briefing,Medium,Hybrid,57.4,Moderate,High,Medium,Yes,Standalone,64.1,8.81,9.6,69.8,Medium
AAI-04531,Manufacturing,Enterprise,Marketing,Advanced,Strategy Insights Agent,Lead Qualification,High,ML-based,76.5,Complex,Low,Low,No,Enterprise-wide,76.6,11.06,18.6,36.1,Medium
AAI-04532,Healthcare,Small,Marketing,Developing,Risk Monitoring Agent,Campaign Optimization,Medium,Hybrid,44.2,Moderate,Medium,Medium,Yes,Standalone,68.2,10.94,10.6,57.4,Medium
